회차,ai_개념,target_grade,chunk_id,개념_정의_초안,a1_쿼리,status,is_ai_concept,소요시간,글자수
1,데이터의 시각화,6,4수04-01,"숫자나 텍스트로만 존재하는 데이터를 시각적 요소(막대, 선, 점, 색상 등)로 변환해 보여주는 과정.","수집한 데이터에서 값의 크기를 비교하여 알맞은 그래프 모양을 선택하고, 눈금과 칸을 정하여 자료를 알맞게 나타낼 수 있다.",success,True,6.32,68
1,컴퓨터의 픽셀 이미지 인식방법,5,"6미01-01,6미01-02,6미01-04,6미02-01,6미02-02,6미02-04,6미03-04","컴퓨터가 이미지를 처리할 때, 이미지를 작은 격자 단위인 픽셀(pixel)로 나누어 각 픽셀의 색상 값(RGB 등)을 읽고 분석하는 방식","컴퓨터가 그림을 표현하는 원리를 이해하고, 칸에 색을 채워 모양을 나타내거나 색상을 숫자로 바꾸어 적을 수 있다.",success,True,6.37,63
1,데이터 정리,6,6수04-03,"원시(raw) 데이터에서 불필요하거나 오류가 있는 부분을 제거하고, 분석이나 시각화에 적합한 형태로 구조화하는 과정","데이터에서 이상한 값이나 빈 곳을 찾고, 공통점으로 무리 지으며 순서대로 나열할 수 있다.",success,True,5.67,50
1,공통점과 차이점 구별하기,6,6과06-02,두 가지 이상의 대상이나 개념을 비교할 때 서로 같은 점(공통점)과 서로 다른 점(차이점)을 찾아내는 사고 과정,대상의 속성을 관찰하고 일대일로 대조하여 공통점과 차이점을 구별할 수 있다. 관찰한 바탕에서 공통 속성을 모을 수 있다.,success,True,8.34,67
1,인공지능 순서도 이해하기,6,6실05-01,인공지능이 문제를 해결하거나 작업을 수행할 때 따르는 처리 과정과 흐름을 도식화한 순서도를 보고 그 의미를 파악하는 것,"약속된 기호의 의미를 구분하고, 조건에 따라 갈림길을 선택하며 알고리즘의 과정을 순서대로 따라갈 수 있다.",success,True,8.44,59
1,대표값,5,6수04-01,자료 전체를 대표할 수 있는 하나의 값,자료를 크기순으로 늘어놓을 수 있다. 주어진 자료에서 가장 많이 나온 값을 찾을 수 있다.,success,True,5.46,50
1,평균값,6,6수04-01,여러 수를 다 더해서 개수로 나눈 값,자료를 모두 모아 합치고 똑같이 나누어 고르게 맞춘 대표값을 구할 수 있다. 여러 값의 합을 구하고 이를 전체 개수로 나누어 평균을 구하고 그 의미를 설명할 수 있다.,success,True,5.07,93
1,"숫자, 글자, 소리, 이미지 데이터",6,6실05-04,컴퓨터가 다루는 다양한 형태의 자료들로 컴퓨터 안에서는 모두 0과 1(디지털 신호)로 저장됨,"숫자, 글자, 소리, 이미지 등 서로 다른 정보의 형태를 구분할 수 있다. 그림을 격자로 나누어 색칠하고, 소리의 크기와 높낮이를 숫자로 기록하여 다양한 데이터를 표현할 수 있다.",success,True,5.91,100
1,의사코드,6,6실05-01,프로그램이 어떻게 동작할지 사람이 이해하기 쉬운 말로 순서대로 적어놓은 것.,"문제 해결 과정을 순서대로 나열하고, 조건에 따라 갈라보거나 같은 동작을 되풀이하여 알고리즘을 표현할 수 있다.",success,True,4.94,62
1,자연어,6,6실05-01,사람이 일상적으로 쓰는 말,문장에서 단어를 띄어 세고 낱말의 뜻과 종류를 구분할 수 있다. 문장의 순서와 구조를 찾을 수 있다.,success,True,6.82,56
1,디지털과 아날로그,6,6실05-04,디지털은 정보를 0과 1처럼 끊어진 숫자 신호로 표현하는 방식이고 아날로그는 정보를 시간에 따라 연속적으로 변하는 신호로 표현하는 방식,연속된 움직임을 관찰하고 이를 일정한 시간 간격으로 끊어 가장 가까운 눈금 값으로 바꿀 수 있다. 아날로그 자료의 연속된 움직임을 일정한 시간 간격으로 끊어서 디지털 자료로 바꿀 수 있다.,success,True,8.03,105
1,데이터의 유형,6,6실05-04,"자료의 성격에 따른 분류. 수치로 된 데이터(수치형), 범주로 나뉘는 데이터(범주형), 글·소리·영상 같은 비정형 데이터 등으로 나눌 수 있음","정보의 형태를 관찰하여 숫자 정보와 문자 정보를 구분하고, 정보의 형태에 맞는 정리 방식을 정할 수 있다.",success,True,5.65,59
1,기계학습과 딥러닝,6,6실05-05,"기계학습의 한 종류로, 사람의 뇌 신경망을 본뜬 인공신경망을 여러 층 쌓아서 더 복잡한 패턴을 학습하는 방법","대상의 모양과 특징을 분류하고, 다양한 자료에서 규칙과 패턴을 찾아낼 수 있다. 수집한 데이터를 단계별로 정밀하게 겹쳐 파악할 수 있다.",success,True,9.31,76
1,언플러그드 활동,6,6실05-01,"컴퓨터나 전기 장치 없이도 놀이·게임·카드·몸동작 등으로 컴퓨터 과학의 원리(알고리즘, 코딩 개념 등)를 배우는 활동","몸으로 규칙을 따라 해보고 놀이 규칙을 직접 만들어 보며, 컴퓨터 역할을 맡아 신호를 주고받을 수 있다.",success,True,6.14,58
1,강화학습,6,6실05-05,"컴퓨터(에이전트)가 행동을 해보고 그 결과로 보상이나 벌을 받으면서, 더 나은 행동을 스스로 찾아가도록 학습하는 방법","여러 가지 방법을 시도하고 결과를 확인하며 잘한 행동에 점수를 줄 수 있다. 시행착오를 거쳐 점수가 높은 행동을 기억하고, 더 높은 점수를 얻기 위한 방법을 컴퓨터나 알고리즘으로 표현할 수 있다.",success,True,7.8,109
1,예측,4,4국02-03,지금까지의 자료나 경향을 바탕으로 앞으로 일어날 일을 미리 짐작하는 것,"자료의 변화 흐름과 규칙을 바탕으로 일어난 사건이나 상황을 순서대로 나열하고, 원인과 결과의 관계를 알아보아 앞으로 나타날 결과를 예측할 수 있다.",success,True,5.78,82
1,요약,4,4국02-02,긴 글에서 중요한 내용만 골라 짧고 간단하게 정리하는 것,자료나 글을 읽고 중요한 낱말에 표시하며 전체 내용을 요약할 수 있다.,success,True,7.66,39
1,정보 신뢰성 평가,6,6국06-02,어떤 정보나 자료의 출처가 믿을 만한지 따져보고 판단하는 것,"정보나 자료의 출처를 확인하고 사실과 의견을 구분하며, 다른 정보와 교차 비교할 수 있다.",success,True,8.87,50
2,분류,4,4수03-10,주어진 대상을 공통된 특징이나 기준에 따라 몇 가지 범주로 나누는 것,"여러 대상의 공통점과 차이점을 알아보고, 속성에 따른 특징을 찾아내어 알맞은 기준에 따라 분류할 수 있다.",success,True,6.15,59
2,패턴 인식,2,2수02-01,자료나 사물의 배열에서 일정하게 반복되거나 변화하는 규칙을 찾아내는 것,여러 대상이나 상황을 관찰하고 비교하여 공통점과 차이점을 찾을 수 있다. 공통점과 차이점을 바탕으로 반복되거나 변화하는 규칙을 찾아 표현할 수 있다.,success,True,9.74,83
2,패턴 인식,4,4수02-01,자료나 사물의 배열에서 일정하게 반복되거나 변화하는 규칙을 찾아내는 것,물체나 자료의 배열에서 반복되는 모양이나 규칙을 찾아내고 이를 설명할 수 있다. 다양한 상황과 자료를 관찰하여 반복되는 규칙성을 찾고 나타낼 수 있다.,success,True,5.91,84
2,예측,5,4수04-02,지금까지의 자료나 경향을 바탕으로 앞으로 일어날 일을 미리 짐작하는 것,자료를 순서대로 나타내고 변화 모습을 비교하여 앞으로 일어날 일을 짐작할 수 있다. 원인과 결과의 관계를 바탕으로 변화 모습을 비교하고 다가올 일을 예측할 수 있다.,success,True,5.91,92
2,특징 추출,3,2수03-06,여러 대상 중에서 구분에 도움이 되는 두드러진 성질을 뽑아내는 것,여러 대상의 속성을 관찰하여 공통점과 차이점을 찾을 수 있다. 대상을 측정하거나 관찰한 결과에서 중요한 성질을 비교하여 찾아낼 수 있다.,success,True,5.22,76
2,데이터 수집,4,4수04-03,관찰이나 조사를 통해 필요한 자료를 모으는 것,알아보려는 목적에 맞게 대상을 직접 관찰하여 필요한 데이터나 자료를 모으고 정확하게 기록할 수 있다. 관찰과 측정을 통해 얻은 정보를 바탕으로 자료를 수집하고 기록할 수 있다.,success,True,6.46,98
2,데이터 정리,4,4수04-03,모은 자료를 표나 그래프 등으로 알아보기 쉽게 나타내는 것,수집한 데이터에서 빠지거나 잘못된 값을 찾을 수 있다. 자료를 살펴보고 빠지거나 잘못된 값을 찾아 올바르게 데이터를 정리할 수 있다.,success,True,9.44,74
2,평균과 대표값,5,6수04-01,여러 자료를 대표하는 하나의 값을 구해 전체 경향을 파악하는 것,자료의 값을 모두 모아 고르게 나누어 평균을 구할 수 있다. 자료를 순서대로 줄 세워 가운데 값을 찾을 수 있다.,success,True,6.88,63
2,확률,6,6수04-05,어떤 일이 일어날 가능성을 수로 나타내는 것,"모든 경우의 수와 특정 사건이 나오는 가짓수를 세고, 전체에 대한 부분의 비율을 구할 수 있다.",success,True,7.83,53
2,데이터 시각화,4,4수04-01,자료를 그래프나 그림으로 표현하여 한눈에 파악할 수 있게 하는 것,수집한 데이터를 한눈에 알아보기 쉽게 나타내기 위해 알맞은 그림 모양을 고를 수 있다.,success,True,5.4,48
2,비교와 순서화,2,2수03-06,여러 대상의 크기나 양을 비교하여 순서를 정하는 것,"사물의 속성과 특징을 바탕으로 기준 속성을 정하고, 대상의 크기나 순서를 비교하여 순서를 정할 수 있다.",success,True,5.01,58
2,반복과 규칙 적용,3,2수02-02,같은 규칙을 여러 번 반복하여 적용해 결과를 얻는 것,똑같은 순서대로 움직여 보며 반복되는 규칙을 찾을 수 있다. 정해진 순서와 차례에 따라 움직이고 알맞은 규칙을 적용할 수 있다.,success,True,8.73,71
2,비교와 순서화,4,4수01-02,여러 대상의 크기나 양을 비교하여 순서를 정하는 것,"대상들의 속성과 양의 크기를 관찰하여 비교할 기준을 정하고, 알맞은 기준에 따라 대상을 직접 또는 간접으로 비교하여 순서를 정할 수 있다.",success,True,6.22,77
2,의사결정트리,4,4수03-10,여러 조건에 따라 질문을 나눠가며 대상을 분류하거나 결정을 내리는 나무 모양의 구조,하나의 질문에 '예'나 '아니오'로 답하여 대상을 나눌 수 있다. 조건에 따라 연속된 질문을 활용하여 알맞은 의사결정을 내릴 수 있다.,success,True,6.67,75
2,탐구형 데이터 분석(PPDAC),5,6수04-03,문제를 설정하고 필요한 자료를 수집·정리하여 그래프로 나타내고 해석함으로써 결론을 도출하는 탐구 절차,"데이터를 탐구하기 위해 궁금한 질문을 작성하고, 이를 해결하는 데 알맞은 조사 방법을 정할 수 있다.",success,True,9.06,56
2,인공지능 사물 제작(피지컬 컴퓨팅),6,6실04-06,센서로 정보를 입력받아 인공지능으로 판단하고 로봇·사물이 반응하도록 코딩하여 동작시키는 것,센서 신호를 확인하여 조건에 맞춰 동작을 정할 수 있다. 입력 데이터와 출력 동작을 연결하여 인공지능 사물을 제작할 수 있다.,success,True,6.8,70
2,분류(과학 도메인),3,4과02-01,주어진 대상을 공통된 특징이나 기준에 따라 몇 가지 범주로 나누는 것,"여러 대상의 공통점과 차이점을 관찰하여 알맞은 기준에 따라 분류할 수 있다. 다양한 물체나 자료를 관찰하여 공통점과 차이점을 찾고, 이를 바탕으로 무리 지을 수 있다.",success,True,6.19,93
2,로봇의 작동 원리,5,6실04-05,로봇의 종류와 활용 사례를 통해 로봇이 어떻게 작동하는지 이해하는 것,"주변의 자극이나 입력에 따른 감각 신호를 구분하고, 정해진 조건에 따라 적절한 행동을 결정할 수 있다. 외부에서 들어오는 신호를 바탕으로 조건에 따라 어떻게 움직일지 판단할 수 있다.",success,True,5.51,102
2,분류 기준 설계,6,6수03-05,대상을 나눌 때 기준이 되는 특징을 스스로 정하는 것,"대상의 공통점과 차이점을 찾아 명확한 조건 문장으로 분류 기준을 설계하고, 예외 사례를 확인하여 기준을 보완할 수 있다.",success,True,4.69,67
2,의사결정트리,6,6수03-05,여러 조건에 따라 질문을 나눠가며 대상을 분류하거나 결정을 내리는 나무 모양의 구조,"대상을 구분하기 위해 예, 아니오로 답하는 질문을 만들 수 있다. 대상을 잘 나누는 질문을 찾고, 조건에 따라 알맞은 질문 순서를 정할 수 있다.",success,True,6.95,81
2,분수 기반 픽셀 표현,5,6수01-06,그림을 격자(픽셀) 단위로 나타낼 때 부분의 크기를 분수로 비교하는 것,"디지털 이미지를 나타내기 위해 전체 칸을 나누고, 칠해진 양을 분수로 나타낼 수 있다. 격자판의 칸을 나누어 영역을 구분하고, 색이 칠해진 양을 분수로 표현할 수 있다.",success,True,7.87,94
2,분수 기반 픽셀 표현,5,6수01-07,그림을 격자(픽셀) 단위로 나타낼 때 부분의 크기를 분수로 비교하는 것,"모눈 칸을 색칠하고 전체 칸 중 색칠된 칸을 분수로 나타낼 수 있다. 인공지능이 이미지를 표현하는 원리를 이해하고, 모눈 칸을 색칠하여 전체 칸 중 색칠된 칸의 양을 분수로 나타낼 수 있다.",success,True,6.81,106
2,그림그래프 기반 데이터 시각화,6,4수04-01,자료를 그림그래프로 나타내고 이를 실생활에 활용하는 것,"단위 그림의 크기를 정하고 수량에 맞게 그림의 개수를 세어 그릴 수 있으며, 그림의 높이나 길이를 비교하여 데이터를 시각화할 수 있다.",success,True,5.35,75
2,이미지의 시각적 특징 인식,5,"6미01-01,6미01-02,6미01-04,6미02-01,6미02-02,6미02-04,6미03-04",이미지의 색·형태 등 시각적 특징을 발견하고 표현에 활용하는 것,대상의 색과 밝기 차이를 비교하고 경계선을 찾아낼 수 있다. 관찰을 통해 색과 밝기의 변화를 파악하며 대상의 시각적 특징과 경계선을 찾아 비교할 수 있다.,success,True,6.47,86
2,목적 기반 데이터 정리,6,6수04-03,자료를 수집·분류·정리하여 목적에 맞는 그래프로 나타내고 해석하는 것,해결할 문제를 정하고 필요한 정보만 골라낼 수 있다. 목적에 맞는 정리 기준을 정하여 데이터를 정리할 수 있다.,success,True,8.54,62
2,데이터의 시각화,4,4수04-03,"숫자나 텍스트로만 존재하는 데이터를 시각적 요소(막대, 선, 점, 색상 등)로 변환해 보여주는 과정.",수집한 데이터의 특성과 목적에 따라 알맞은 그래프 유형을 고를 수 있다. 데이터를 효과적으로 나타내기 위해 알맞은 그래프 유형을 고르고 시각화할 수 있다.,success,True,6.17,86
2,분류,3,4과02-01,데이터 집합을 공통된 특징이나 조건에 따라 여러 범주로 나누는 과정,여러 대상의 공통점과 차이점을 바탕으로 고유한 특징을 찾을 수 있다. 대상의 속성과 특징을 알아보고 정해진 기준에 따라 모으거나 분류할 수 있다.,success,True,5.76,81
2,데이터의 시각화,6,4수04-01,"숫자나 텍스트로만 존재하는 데이터를 시각적 요소(막대, 선, 점, 색상 등)로 변환해 보여주는 과정.",조사한 자료를 표로 정리하고 내용에 알맞은 그래프 모양을 선택하여 눈금과 축을 정확하게 그려 나타낼 수 있다.,success,True,4.95,61
2,컴퓨터의 픽셀 이미지 인식방법,5,"6미01-01,6미01-02,6미01-04,6미02-01,6미02-02,6미02-04,6미03-04","컴퓨터가 이미지를 처리할 때, 이미지를 작은 격자 단위인 픽셀(pixel)로 나누어 각 픽셀의 색상 값(RGB 등)을 읽고 분석하는 방식","대상을 칸으로 나누고 각 칸의 색깔을 숫자로 바꾸어 표현할 수 있다. 컴퓨터가 그림을 인식하는 과정을 이해하고, 칸마다 나타나는 색깔을 숫자로 나타낼 수 있다.",success,True,7.93,89
2,데이터 정리,6,6수04-03,"원시(raw) 데이터에서 불필요하거나 오류가 있는 부분을 제거하고, 분석이나 시각화에 적합한 형태로 구조화하는 과정","수집한 데이터에서 빠진 곳과 틀린 곳을 찾아 올바르게 고치고, 같은 뜻의 말을 하나로 통일하며 이름이나 크기순으로 순서를 정할 수 있다.",success,True,4.87,76
2,공통점과 차이점 구별하기,6,6과06-02,두 가지 이상의 대상이나 개념을 비교할 때 서로 같은 점(공통점)과 서로 다른 점(차이점)을 찾아내는 사고 과정,대상의 속성을 관찰하고 속성값을 대조하여 공통점과 차이점을 구별할 수 있다. 관찰한 속성값을 대조하여 같은 점끼리 묶을 수 있다.,success,True,5.52,72
2,인공지능 순서도 이해하기,6,6실05-01,인공지능이 문제를 해결하거나 작업을 수행할 때 따르는 처리 과정과 흐름을 도식화한 순서도를 보고 그 의미를 파악하는 것,시작과 끝을 표시하고 질문으로 예 또는 아니오를 나누며 상황에 따른 이동 경로를 연결하여 인공지능 알고리즘의 순서도를 이해할 수 있다.,success,True,4.98,75
2,대표값,5,6수04-01,자료 전체를 대표할 수 있는 하나의 값,수집한 자료를 크기순으로 나열할 수 있다. 자료를 살펴보고 가장 많이 나온 값을 찾아 설명할 수 있다.,success,True,5.82,57
2,평균값,6,6수04-01,여러 수를 다 더해서 개수로 나눈 값,자료 전체를 모두 모아 합치고 똑같이 나누어 고르게 만들 수 있다. 수량의 합을 구해 똑같이 나누고 고르게 대표하는 평균값의 의미를 이해할 수 있다.,success,True,4.73,83
2,"숫자, 글자, 소리, 이미지 데이터",6,6실05-04,컴퓨터가 다루는 다양한 형태의 자료들로 컴퓨터 안에서는 모두 0과 1(디지털 신호)로 저장됨,"숫자, 글자, 소리, 이미지 데이터를 형태별로 나누어 볼 수 있다. 이미지를 모눈 칸으로 쪼개어 색으로 나타내고, 소리의 높낮이를 시각적 그래프로 바꿀 수 있다.",success,True,9.0,90
2,의사코드,6,6실05-01,프로그램이 어떻게 동작할지 사람이 이해하기 쉬운 말로 순서대로 적어놓은 것.,"알고리즘의 순서와 절차를 이해하여 순서대로 순서도를 짜고, 조건에 따라 선택을 나누며, 같은 행동의 반복을 구별할 수 있다.",success,True,7.13,69
2,자연어,6,6실05-01,사람이 일상적으로 쓰는 말,"긴 글이나 문장에서 단어를 떼어내고, 단어의 역할에 따라 모으며, 단어 사이의 관계를 연결할 수 있다.",success,True,5.84,57
2,디지털과 아날로그,6,6실05-04,디지털은 정보를 0과 1처럼 끊어진 숫자 신호로 표현하는 방식이고 아날로그는 정보를 시간에 따라 연속적으로 변하는 신호로 표현하는 방식,"연속적인 변화를 관찰하고, 일정한 간격으로 잘라 수치를 재며, 측정값을 정해진 숫자로 반올림할 수 있다. 이를 통해 아날로그와 디지털의 차이를 이해하고 설명할 수 있다.",success,True,6.56,94
2,데이터의 유형,6,6실05-04,"자료의 성격에 따른 분류. 수치로 된 데이터(수치형), 범주로 나뉘는 데이터(범주형), 글·소리·영상 같은 비정형 데이터 등으로 나눌 수 있음","다양한 데이터의 모양을 보고 구별하거나, 수로 세거나 측정할 수 있다. 자료의 성격에 따라 모아 나눌 수 있다.",success,True,5.39,62
2,기계학습과 딥러닝,6,6실05-05,"기계학습의 한 종류로, 사람의 뇌 신경망을 본뜬 인공신경망을 여러 층 쌓아서 더 복잡한 패턴을 학습하는 방법","예시 속 모임을 살펴 공통점과 차이점을 찾고, 데이터에서 자동으로 특징을 뽑아낼 수 있다.",success,True,6.66,50
2,언플러그드 활동,6,6실05-01,"컴퓨터나 전기 장치 없이도 놀이·게임·카드·몸동작 등으로 컴퓨터 과학의 원리(알고리즘, 코딩 개념 등)를 배우는 활동",컴퓨터 없이 카드나 교구를 순서대로 놓거나 놀이 규칙에 따라 움직일 수 있다. 문제 해결을 위해 신호를 만들고 순서와 규칙을 표현할 수 있다.,success,True,7.12,79
2,강화학습,6,6실05-05,"컴퓨터(에이전트)가 행동을 해보고 그 결과로 보상이나 벌을 받으면서, 더 나은 행동을 스스로 찾아가도록 학습하는 방법","여러 시도를 통해 나타난 결과를 평가하고 점수를 계산할 수 있으며, 이를 바탕으로 문제를 해결하기 위한 더 나은 방법으로 고칠 수 있다. 알고리즘의 실행 결과를 평가하고 점수를 계산하여 더 나은 방법으로 고칠 수 있다.",success,True,9.3,122
2,예측,4,4국02-03,지금까지의 자료나 경향을 바탕으로 앞으로 일어날 일을 미리 짐작하는 것,자료의 변화 흐름이나 원인과 결과를 바탕으로 앞으로 일어날 일을 예측할 수 있다. 변화의 규칙을 찾거나 절차에 따라 대상이나 자료를 순서대로 나열할 수 있다.,success,True,7.53,88
